plotID,plot,size,structure,species,n,k
21MY,21MY-11-03,100,Tiang,Ki kacang,1,31
21MY,21MY-11-03,100,Tiang,Bengang,1,35
21MY,21MY-11-03,100,Tiang,Ki calung,1,30
21MY,21MY-11-03,100,Tiang,Leungsir,1,40
21MY,21MY-11-03,400,Pohon,Geulam,1,120
21MY,21MY-11-03,400,Pohon,Manglid,1,150
21MY,21MY-11-03,400,Pohon,Sigeung,1,200
21MY,21MY-11-03,400,Pohon,Ki ganik,1,200
21MY,21MY-11-04,4,TB-semai,Rotan,8,0
21MY,21MY-11-04,4,TB-semai,Kaman,5,0
21MY,21MY-11-04,4,TB-semai,Tepus,2,0
21MY,21MY-11-04,4,TB-semai,Geulam,4,0
21MY,21MY-11-04,4,TB-semai,Ki huut,5,0
21MY,21MY-11-04,4,TB-semai,Ki calung,1,0
21MY,21MY-11-04,25,Pancang,Ki huut,2,0
21MY,21MY-11-04,25,Pancang,Putat,1,0
21MY,21MY-11-04,25,Pancang,Bengang,2,0
21MY,21MY-11-04,25,Pancang,Ki segel,1,0
21MY,21MY-11-04,100,Tiang,Ki huut,1,30
21MY,21MY-11-04,100,Tiang,Bengang,1,35
21MY,21MY-11-04,100,Tiang,Heucit,1,30
21MY,21MY-11-04,100,Tiang,Ki kacang,1,35
21MY,21MY-11-04,100,Tiang,Bengang,1,200
21MY,21MY-11-04,100,Tiang,Teureup,1,220
21MY,21MY-11-04,100,Tiang,Geulam,1,200
21MY,21MY-11-04,100,Tiang,Cangcaratan,1,150
21MY,21MY-11-05,4,TB-semai,Rotan,10,0
21MY,21MY-11-05,4,TB-semai,Bingbin,3,0
21MY,21MY-11-05,4,TB-semai,Ki huut,4,0
21MY,21MY-11-05,4,TB-semai,Tundun sayong,2,0
21MY,21MY-11-05,25,Pancang,Jirak,3,0
21MY,21MY-11-05,25,Pancang,Ki huut,4,0
21MY,21MY-11-05,25,Pancang,Ki puak,2,0
21MY,21MY-11-05,100,Tiang,Heucit,1,35
21MY,21MY-11-05,100,Tiang,Daruak,1,30
21MY,21MY-11-05,100,Tiang,Peuris,1,40
21MY,21MY-11-05,400,Pohon,Laban,1,35
21MY,21MY-11-05,400,Pohon,Sentul,1,150
21MY,21MY-11-05,400,Pohon,Bengang,1,250
21MY,21MY-11-05,400,Pohon,Ki segel,1,150
21MY,21MY-11-05,400,Pohon,Cangcaratan,1,120
86JJ,86JJ-07-01,4,TB-semai,Bangban,4,0
86JJ,86JJ-07-01,4,TB-semai,Rotan,6,0
86JJ,86JJ-07-01,4,TB-semai,Ki batok,1,0
86JJ,86JJ-07-01,4,TB-semai,Ki jahe,1,0
86JJ,86JJ-07-01,25,Pancang,Ki segel,4,0
86JJ,86JJ-07-01,25,Pancang,Ki batok,3,0
86JJ,86JJ-07-01,25,Pancang,Rutum,3,0
86JJ,86JJ-07-01,25,Pancang,Purancak gunung,1,0
86JJ,86JJ-07-01,100,Tiang,Purancak gunung,1,35
86JJ,86JJ-07-01,100,Tiang,Peuris,1,40
86JJ,86JJ-07-01,100,Tiang,Ki batok,1,50
86JJ,86JJ-07-01,100,Tiang,Heucit,1,47
86JJ,86JJ-07-01,400,Pohon,Hanjiat,1,100
86JJ,86JJ-07-01,400,Pohon,Ki batok,1,150
86JJ,86JJ-07-01,400,Pohon,Ki batok,1,100
86JJ,86JJ-07-01,400,Pohon,Ki batok,1,125
86JJ,86JJ-07-02,4,TB-semai,Bingbin,3,0
86JJ,86JJ-07-02,4,TB-semai,Rotan,8,0
86JJ,86JJ-07-02,4,TB-semai,Tepus,4,0
86JJ,86JJ-07-02,4,TB-semai,Ki batok,3,0
86JJ,86JJ-07-02,4,TB-semai,Buluh,2,0
86JJ,86JJ-07-02,25,Pancang,Ki huut,2,0
86JJ,86JJ-07-02,25,Pancang,Heucit,1,0
86JJ,86JJ-07-02,25,Pancang,Ki batok,3,0
86JJ,86JJ-07-02,25,Pancang,Ki kacang,1,0
86JJ,86JJ-07-02,100,Tiang,Ki jahe,1,30
86JJ,86JJ-07-02,100,Tiang,Ki batok,1,35
86JJ,86JJ-07-02,100,Tiang,Ki segel,1,30
86JJ,86JJ-07-02,400,Pohon,Jirak,1,100
86JJ,86JJ-07-02,400,Pohon,Tundun sayong,1,110
86JJ,86JJ-07-02,400,Pohon,Ipis kulit,1,100
86JJ,86JJ-07-02,400,Pohon,Cangcaratan,1,140
86JJ,86JJ-07-03,4,TB-semai,Kaman,8,0
86JJ,86JJ-07-03,4,TB-semai,Bingbin,6,0
86JJ,86JJ-07-03,4,TB-semai,Rotan,3,0
86JJ,86JJ-07-03,4,TB-semai,Heucit,1,0
86JJ,86JJ-07-03,4,TB-semai,Rutum,2,0
86JJ,86JJ-07-03,4,TB-semai,Peuris,3,0
86JJ,86JJ-07-03,25,Pancang,Ki teja,2,0
86JJ,86JJ-07-03,25,Pancang,Ki batok,1,0
86JJ,86JJ-07-03,100,Tiang,Ki ganik,1,45
86JJ,86JJ-07-03,100,Tiang,Cangcaratan,1,35
86JJ,86JJ-07-03,100,Tiang,Ki huut,1,47
86JJ,86JJ-07-03,100,Tiang,Ki batok,1,51
86JJ,86JJ-07-03,400,Pohon,Ki batok,1,90
86JJ,86JJ-07-03,400,Pohon,Purancak gunung,1,110
86JJ,86JJ-07-03,400,Pohon,Salam,1,150
86JJ,86JJ-07-04,4,TB-semai,Kaman,6,0
86JJ,86JJ-07-04,4,TB-semai,Bingbin,8,0
86JJ,86JJ-07-04,4,TB-semai,Rotan,3,0
86JJ,86JJ-07-04,4,TB-semai,Lampeni ,3,0
86JJ,86JJ-07-04,4,TB-semai,Ki huut,2,0
86JJ,86JJ-07-04,4,TB-semai,Heas,4,0
86JJ,86JJ-07-04,25,Pancang,Ki segel,3,0
86JJ,86JJ-07-04,25,Pancang,Peuris,2,0
86JJ,86JJ-07-04,25,Pancang,Ki buluh,1,0
86JJ,86JJ-07-04,100,Tiang,Peuris,1,30
86JJ,86JJ-07-04,100,Tiang,Peuris,1,35
86JJ,86JJ-07-04,100,Tiang,Heucit,1,45
86JJ,86JJ-07-04,400,Pohon,Angrit,1,130
86JJ,86JJ-07-04,400,Pohon,Ceuri,1,80
86JJ,86JJ-07-04,400,Pohon,Ki huut,1,100
86JJ,86JJ-07-04,400,Pohon,Purut,1,120
86JJ,86JJ-07-05,4,TB-semai,Kaman,13,0
86JJ,86JJ-07-05,4,TB-semai,Tepus,2,0
86JJ,86JJ-07-05,25,Pancang,Ki batok,10,0
86JJ,86JJ-07-05,25,Pancang,Rotan,2,0
86JJ,86JJ-07-05,100,Tiang,Manglid,1,59
86JJ,86JJ-07-05,100,Tiang,Ki batok,1,30
86JJ,86JJ-07-05,100,Tiang,Cangcaratan,1,37
86JJ,86JJ-07-05,100,Tiang,Geulam,1,45
86JJ,86JJ-07-05,400,Pohon,Bengang,1,39
86JJ,86JJ-07-05,400,Pohon,Purut,1,150
86JJ,86JJ-07-05,400,Pohon,Sigeung,1,250
86JJ,86JJ-07-05,400,Pohon,Bengang,1,150
21MY,21MY-08-01,4,TB-semai,Rotan,6,0
21MY,21MY-08-01,4,TB-semai,Anggrek tanah,2,0
21MY,21MY-08-01,4,TB-semai,Geulam,10,0
21MY,21MY-08-01,4,TB-semai,Bengang,1,0
21MY,21MY-08-01,4,TB-semai,Buluh,2,0
21MY,21MY-08-01,25,Pancang,Ki huut,4,0
21MY,21MY-08-01,25,Pancang,Cangcaratan,2,0
21MY,21MY-08-01,100,Tiang,Peuris,1,31
21MY,21MY-08-01,100,Tiang,Leungsir,1,42
21MY,21MY-08-01,100,Tiang,Bengang,1,35
21MY,21MY-08-01,100,Tiang,Tundun sayong,1,35
21MY,21MY-08-01,100,Tiang,Dahu,1,40
21MY,21MY-08-01,400,Pohon,Sigeung,1,150
21MY,21MY-08-01,400,Pohon,Ki batok,1,100
21MY,21MY-08-01,400,Pohon,Ki calung,1,130
21MY,21MY-08-01,400,Pohon,Ceuri,1,100
21MY,21MY-08-02,4,TB-semai,Rotan,7,0
21MY,21MY-08-02,4,TB-semai,Tepus,6,0
21MY,21MY-08-02,4,TB-semai,Bingbin,1,0
21MY,21MY-08-02,4,TB-semai,Reungdeu Badak,3,0
21MY,21MY-08-02,4,TB-semai,Lolo,4,0
21MY,21MY-08-02,4,TB-semai,Geulam,5,0
21MY,21MY-08-02,4,TB-semai,Ki tanjung,2,0
21MY,21MY-08-02,4,TB-semai,Lame,1,0
21MY,21MY-08-02,4,TB-semai,Puspa,3,0
21MY,21MY-08-02,25,Pancang,Taritih,2,0
21MY,21MY-08-02,25,Pancang,Ki huut,1,0
21MY,21MY-08-02,25,Pancang,Bengang,1,0
21MY,21MY-08-02,25,Pancang,Ki segel,3,0
21MY,21MY-08-02,100,Tiang,Ki batok,1,30
21MY,21MY-08-02,100,Tiang,Purut,1,35
21MY,21MY-08-02,100,Tiang,Bengang,1,40
21MY,21MY-08-02,100,Tiang,Ki huut,1,35
21MY,21MY-08-02,100,Tiang,Cangcaratan,1,30
21MY,21MY-08-02,400,Pohon,Saryawan,1,150
21MY,21MY-08-02,400,Pohon,Leungsir,1,200
21MY,21MY-08-02,400,Pohon,Huru,1,150
21MY,21MY-08-02,400,Pohon,Manglid,1,200
21MY,21MY-08-02,400,Pohon,Ki kacang,1,150
21MY,21MY-08-03,4,TB-semai,Salam,4,0
21MY,21MY-08-03,4,TB-semai,Heas,2,0
21MY,21MY-08-03,4,TB-semai,Ipis kulit,2,0
21MY,21MY-08-03,25,Pancang,Jaura,3,0
21MY,21MY-08-03,25,Pancang,Bengang,3,0
21MY,21MY-08-03,25,Pancang,Huru,4,0
21MY,21MY-08-03,100,Tiang,Ki huut,1,30
21MY,21MY-08-03,100,Tiang,Bengang,1,35
21MY,21MY-08-03,100,Tiang,Ki batok,1,40
21MY,21MY-08-03,100,Tiang,Ki calung,1,35
21MY,21MY-08-03,400,Pohon,Geulam,1,300
21MY,21MY-08-03,400,Pohon,Geulam,1,150
21MY,21MY-08-03,400,Pohon,Manglid,1,120
21MY,21MY-08-03,400,Pohon,Huru kemplong,1,110
21MY,21MY-08-03,400,Pohon,Purancak gunung,1,300
21MY,21MY-08-04,4,TB-semai,Rotan,8,0
21MY,21MY-08-04,4,TB-semai,Bingbin,2,0
21MY,21MY-08-04,4,TB-semai,Heas,6,0
21MY,21MY-08-04,4,TB-semai,Purancak gunung,4,0
21MY,21MY-08-04,4,TB-semai,Padali,1,0
21MY,21MY-08-04,4,TB-semai,Bengang,2,0
21MY,21MY-08-04,25,Pancang,Ipis kulit,5,0
21MY,21MY-08-04,25,Pancang,Buluh,1,0
21MY,21MY-08-04,25,Pancang,Jaura,2,0
21MY,21MY-08-04,25,Pancang,Ki huut,1,0
21MY,21MY-08-04,100,Tiang,Ki huut,1,50
21MY,21MY-08-04,100,Tiang,Kokoleceran ,1,30
21MY,21MY-08-04,100,Tiang,Ki huut,1,40
21MY,21MY-08-04,100,Tiang,Huru kemplong,1,40
21MY,21MY-08-04,100,Tiang,Jirak,1,35
21MY,21MY-08-04,400,Pohon,Purancak gunung,1,120
21MY,21MY-08-04,400,Pohon,Sigeung,1,300
21MY,21MY-08-04,400,Pohon,Ceuri,1,150
21MY,21MY-08-04,400,Pohon,Geulam,1,200
21MY,21MY-08-04,400,Pohon,Cangcaratan,1,200
21MY,21MY-08-05,4,TB-semai,Rotan,7,0
21MY,21MY-08-05,4,TB-semai,Kaman,11,0
21MY,21MY-08-05,4,TB-semai,Geulam,20,0
21MY,21MY-08-05,4,TB-semai,Ki calung,2,0
21MY,21MY-08-05,25,Pancang,Purancak gunung,1,0
21MY,21MY-08-05,25,Pancang,Ki puak,1,0
21MY,21MY-08-05,25,Pancang,Heucit,1,0
21MY,21MY-08-05,25,Pancang,Huru,2,0
21MY,21MY-08-05,25,Pancang,Jaura,1,0
21MY,21MY-08-05,100,Tiang,Geulam,1,30
21MY,21MY-08-05,100,Tiang,Ki batok,1,50
21MY,21MY-08-05,100,Tiang,Purancak gunung,1,30
21MY,21MY-08-05,100,Tiang,Huru,1,40
21MY,21MY-08-05,400,Pohon,Purut,1,200
21MY,21MY-08-05,400,Pohon,Manglid,1,300
21MY,21MY-08-05,400,Pohon,Purut,1,300
21MY,21MY-08-05,400,Pohon,Purancak gunung,1,130
86JJ,86JJ-05-01,4,TB-semai,Kaman,10,0
86JJ,86JJ-05-01,4,TB-semai,Rotan,5,0
86JJ,86JJ-05-01,4,TB-semai,Heas,4,0
86JJ,86JJ-05-01,25,Pancang,Ki huut,1,0
86JJ,86JJ-05-01,25,Pancang,Heas,2,0
86JJ,86JJ-05-01,25,Pancang,Purancak gunung,1,0
86JJ,86JJ-05-01,25,Pancang,Ki calung,1,0
86JJ,86JJ-05-01,25,Pancang,Huru,1,0
86JJ,86JJ-05-01,100,Tiang,Sentul,1,30
86JJ,86JJ-05-01,100,Tiang,Ki huut,1,40
86JJ,86JJ-05-01,100,Tiang,Cangcaratan,1,35
86JJ,86JJ-05-01,100,Tiang,Ki ganik,1,40
86JJ,86JJ-05-01,400,Pohon,Huru,1,140
86JJ,86JJ-05-01,400,Pohon,Manglid,1,120
86JJ,86JJ-05-01,400,Pohon,Ki calung,1,150
86JJ,86JJ-05-01,400,Pohon,Ki calung,1,230
86JJ,86JJ-05-02,4,TB-semai,Heas,5,0
86JJ,86JJ-05-02,4,TB-semai,Ki calung,1,0
86JJ,86JJ-05-02,4,TB-semai,Kaman,15,0
86JJ,86JJ-05-02,4,TB-semai,Papakuan,1,0
86JJ,86JJ-05-02,25,Pancang,Mara,2,0
86JJ,86JJ-05-02,25,Pancang,Bengang,1,0
86JJ,86JJ-05-02,25,Pancang,Jaura,1,0
86JJ,86JJ-05-02,25,Pancang,Peuris,1,0
86JJ,86JJ-05-02,100,Tiang,Mara,1,42
86JJ,86JJ-05-02,100,Tiang,Jaura,1,50
86JJ,86JJ-05-02,100,Tiang,Bengang,1,42
86JJ,86JJ-05-02,100,Tiang,Peuris,1,40
86JJ,86JJ-05-02,400,Pohon,Huru,1,250
86JJ,86JJ-05-02,400,Pohon,Ki batok,1,200
86JJ,86JJ-05-02,400,Pohon,Geulam,1,150
86JJ,86JJ-05-02,400,Pohon,Ki ganik,1,300
86JJ,86JJ-05-02,400,Pohon,Sigeung,1,200
86JJ,86JJ-05-03,4,TB-semai,Ki geulam,3,0
86JJ,86JJ-05-03,4,TB-semai,Ki jahe,1,0
86JJ,86JJ-05-03,4,TB-semai,Ki calung,2,0
86JJ,86JJ-05-03,4,TB-semai,Bingbin,6,0
86JJ,86JJ-05-03,4,TB-semai,Kaman,10,0
86JJ,86JJ-05-03,25,Pancang,Buluh,2,0
86JJ,86JJ-05-03,25,Pancang,Ki langir,1,0
86JJ,86JJ-05-03,25,Pancang,Jaura,2,0
86JJ,86JJ-05-03,25,Pancang,Ki puak,1,0
86JJ,86JJ-05-03,100,Tiang,Ki huut,1,38
86JJ,86JJ-05-03,100,Tiang,Ki beureum,1,32
86JJ,86JJ-05-03,100,Tiang,Ki calung,1,40
86JJ,86JJ-05-03,100,Tiang,Purut,1,36
86JJ,86JJ-05-03,400,Pohon,Ki batok,1,170
86JJ,86JJ-05-03,400,Pohon,Purut,1,250
86JJ,86JJ-05-03,400,Pohon,Purancak gunung,1,300
86JJ,86JJ-05-03,400,Pohon,Huru kemplong,1,200
86JJ,86JJ-05-04,4,TB-semai,Ki huut,4,0
86JJ,86JJ-05-04,4,TB-semai,Heas,2,0
86JJ,86JJ-05-04,4,TB-semai,Peuris,1,0
86JJ,86JJ-05-04,4,TB-semai,Lolo,3,0
86JJ,86JJ-05-04,4,TB-semai,Rotan,4,0
86JJ,86JJ-05-04,4,TB-semai,Kaman,5,0
86JJ,86JJ-05-04,4,TB-semai,Jaura,1,0
86JJ,86JJ-05-04,25,Pancang,Bengang,1,0
86JJ,86JJ-05-04,25,Pancang,Ipis kulit,2,0
86JJ,86JJ-05-04,25,Pancang,Lampeni gunung,3,0
86JJ,86JJ-05-04,100,Tiang,Ki batok,1,30
86JJ,86JJ-05-04,100,Tiang,Cangcaratan,1,32
86JJ,86JJ-05-04,100,Tiang,Lampeni gunung,1,35
86JJ,86JJ-05-04,100,Tiang,Bengang,1,47
86JJ,86JJ-05-04,400,Pohon,Ki batok,1,250
86JJ,86JJ-05-04,400,Pohon,Salam,1,300
86JJ,86JJ-05-04,400,Pohon,Cangcaratan,1,150
86JJ,86JJ-05-04,400,Pohon,Teureup,1,300
86JJ,86JJ-05-05,4,TB-semai,Geulam,4,0
86JJ,86JJ-05-05,4,TB-semai,Bengang,1,0
86JJ,86JJ-05-05,4,TB-semai,Rotan,5,0
86JJ,86JJ-05-05,4,TB-semai,Kaman,5,0
86JJ,86JJ-05-05,25,Pancang,Ki beureum,3,0
86JJ,86JJ-05-05,25,Pancang,Ki huut,1,0
86JJ,86JJ-05-05,25,Pancang,Jaura,2,0
86JJ,86JJ-05-05,25,Pancang,Ceuri,1,0
86JJ,86JJ-05-05,100,Tiang,Ceuri,1,42
86JJ,86JJ-05-05,100,Tiang,Geulam,1,45
86JJ,86JJ-05-05,100,Tiang,Ki beureum,1,45
86JJ,86JJ-05-05,400,Pohon,Sigeung,1,400
86JJ,86JJ-05-05,400,Pohon,Ki batok,1,250
86JJ,86JJ-05-05,400,Pohon,Salam,1,150
86JJ,86JJ-05-05,400,Pohon,Sigeung,1,300
21MY,21MY-09-01,4,TB-semai,Tundun sayong,4,0
21MY,21MY-09-01,4,TB-semai,Jaura,2,0
21MY,21MY-09-01,4,TB-semai,Heas,2,0
21MY,21MY-09-01,4,TB-semai,Lame,3,0
21MY,21MY-09-01,4,TB-semai,Rotan,10,0
21MY,21MY-09-01,4,TB-semai,Kaman,2,0
21MY,21MY-09-01,4,TB-semai,Bingbin,2,0
21MY,21MY-09-01,4,TB-semai,Tepus,1,0
21MY,21MY-09-01,25,Pancang,Ki beureum,3,0
21MY,21MY-09-01,25,Pancang,Huru,1,0
21MY,21MY-09-01,25,Pancang,Jaura,2,0
21MY,21MY-09-01,25,Pancang,Tundun sayong,1,0
21MY,21MY-09-01,100,Tiang,Ipis kulit,1,30
21MY,21MY-09-01,100,Tiang,Tundun sayong,1,35
21MY,21MY-09-01,100,Tiang,Ki batok,1,40
21MY,21MY-09-01,100,Tiang,Jaura,1,30
21MY,21MY-09-01,100,Tiang,Salam,1,30
21MY,21MY-09-01,100,Tiang,Ki batok,1,30
21MY,21MY-09-01,100,Tiang,Jaura,1,35
21MY,21MY-09-01,400,Pohon,Ki batok,1,250
21MY,21MY-09-01,400,Pohon,Huru kemplong,1,200
21MY,21MY-09-01,400,Pohon,Purut,1,250
21MY,21MY-09-01,400,Pohon,Geulam,1,300
21MY,21MY-09-02,4,TB-semai,Jaura,5,0
21MY,21MY-09-02,4,TB-semai,Peuris,2,0
21MY,21MY-09-02,4,TB-semai,Ki huut,3,0
21MY,21MY-09-02,4,TB-semai,Tepus,4,0
21MY,21MY-09-02,4,TB-semai,Bingbin,2,0
21MY,21MY-09-02,4,TB-semai,Kaman,15,0
21MY,21MY-09-02,4,TB-semai,Sayar,1,0
21MY,21MY-09-02,25,Pancang,Ki huut,2,0
21MY,21MY-09-02,25,Pancang,Jaura,3,0
21MY,21MY-09-02,25,Pancang,Ki beureum,1,0
21MY,21MY-09-02,100,Tiang,Ki sereh,1,30
21MY,21MY-09-02,100,Tiang,Salam,1,30
21MY,21MY-09-02,100,Tiang,Ki batok,1,35
21MY,21MY-09-02,100,Tiang,Tundun sayong,1,40
21MY,21MY-09-02,100,Tiang,Jaura,1,32
21MY,21MY-09-02,400,Pohon,Jaura,1,80
21MY,21MY-09-02,400,Pohon,Cangcaratan,1,130
21MY,21MY-09-02,400,Pohon,Geulam,1,300
21MY,21MY-09-02,400,Pohon,Ki ganik,1,120
21MY,21MY-09-03,4,TB-semai,Ki batok,4,0
21MY,21MY-09-03,4,TB-semai,Ki calung,2,0
21MY,21MY-09-03,4,TB-semai,Rotan,15,0
21MY,21MY-09-03,4,TB-semai,Kaman,20,0
21MY,21MY-09-03,25,Pancang,Ipis kulit,3,0
21MY,21MY-09-03,25,Pancang,Ki segel,1,0
21MY,21MY-09-03,25,Pancang,Jaura,2,0
21MY,21MY-09-03,25,Pancang,Bengang,1,0
21MY,21MY-09-03,100,Tiang,Huru,1,40
21MY,21MY-09-03,100,Tiang,Ki ganik,1,45
21MY,21MY-09-03,100,Tiang,Ipis kulit,1,30
21MY,21MY-09-03,100,Tiang,Cangcaratan,1,40
21MY,21MY-09-03,400,Pohon,Ki batok,1,100
21MY,21MY-09-03,400,Pohon,Ki ganik,1,200
21MY,21MY-09-03,400,Pohon,Jirak,1,100
21MY,21MY-09-03,400,Pohon,Ki ganik,1,120
21MY,21MY-09-03,400,Pohon,Ki sereh,1,200
21MY,21MY-09-04,4,TB-semai,Ki batok,3,0
21MY,21MY-09-04,4,TB-semai,Jaura,2,0
21MY,21MY-09-04,4,TB-semai,Geulam,4,0
21MY,21MY-09-04,4,TB-semai,Ki huut,1,0
21MY,21MY-09-04,4,TB-semai,Rotan,7,0
21MY,21MY-09-04,4,TB-semai,Haraghag,2,0
21MY,21MY-09-04,4,TB-semai,Kaman,4,0
21MY,21MY-09-04,25,Pancang,Jaura,2,0
21MY,21MY-09-04,25,Pancang,Tundun sayong,4,0
21MY,21MY-09-04,25,Pancang,Huru kemplong,3,0
21MY,21MY-09-04,25,Pancang,Peuris,2,0
21MY,21MY-09-04,100,Tiang,Kondang,1,35
21MY,21MY-09-04,100,Tiang,Peuris,1,40
21MY,21MY-09-04,100,Tiang,Jirak,1,35
21MY,21MY-09-04,100,Tiang,Ceuri,1,30
21MY,21MY-09-04,400,Pohon,Salam,1,100
21MY,21MY-09-04,400,Pohon,Huru kemplong,1,120
21MY,21MY-09-04,400,Pohon,Jirak,1,120
21MY,21MY-09-04,400,Pohon,Ki segel,1,90
21MY,21MY-09-04,400,Pohon,Ki segel,1,150
21MY,21MY-09-05,4,TB-semai,Lame peucang,1,0
21MY,21MY-09-05,4,TB-semai,Ipis kulit,2,0
21MY,21MY-09-05,4,TB-semai,Salam,4,0
21MY,21MY-09-05,4,TB-semai,Rotan,8,0
21MY,21MY-09-05,4,TB-semai,Kaman,3,0
21MY,21MY-09-05,4,TB-semai,Bingbin,5,0
21MY,21MY-09-05,25,Pancang,Huru kemplong,2,0
21MY,21MY-09-05,25,Pancang,Heucit,1,0
21MY,21MY-09-05,25,Pancang,Ki beureum,2,0
21MY,21MY-09-05,25,Pancang,Jirak,4,0
21MY,21MY-09-05,100,Tiang,Jirak,1,31
21MY,21MY-09-05,100,Tiang,Padali,1,42
21MY,21MY-09-05,100,Tiang,Cangcaratan,1,30
21MY,21MY-09-05,100,Tiang,Peuris,1,35
21MY,21MY-09-05,400,Pohon,Huru,1,150
21MY,21MY-09-05,400,Pohon,Padali,1,100
21MY,21MY-09-05,400,Pohon,Jirak,1,110
21MY,21MY-09-05,400,Pohon,Ki sereh,1,150
21MY,21MY-15-01,4,TB-semai,Ki sampang,4,0
21MY,21MY-15-01,4,TB-semai,Gompong,1,0
21MY,21MY-15-01,4,TB-semai,Ki jahe,2,0
21MY,21MY-15-01,4,TB-semai,Laban,3,0
21MY,21MY-15-01,4,TB-semai,Bingbin,2,0
21MY,21MY-15-01,4,TB-semai,Parasi,2,0
21MY,21MY-15-01,4,TB-semai,Kapol,6,0
21MY,21MY-15-01,25,Pancang,Ki sampang,1,0
21MY,21MY-15-01,25,Pancang,Cengkeh,1,0
21MY,21MY-15-01,25,Pancang,Ki langir,1,0
21MY,21MY-15-01,25,Pancang,Laban,2,0
21MY,21MY-15-01,25,Pancang,Ki huut,1,0
21MY,21MY-15-01,25,Pancang,Mara,1,0
21MY,21MY-15-01,100,Tiang,Cengkeh,1,30
21MY,21MY-15-01,100,Tiang,Cengkeh,1,30
21MY,21MY-15-01,100,Tiang,Laban,1,35
21MY,21MY-15-01,100,Tiang,Pete,1,40
21MY,21MY-15-01,400,Pohon,Ki sampang,1,250
21MY,21MY-15-01,400,Pohon,Pete,1,100
21MY,21MY-15-01,400,Pohon,Pete,1,120
21MY,21MY-15-01,400,Pohon,Laban,1,200
21MY,21MY-15-01,400,Pohon,Kananga,1,100
21MY,21MY-15-02,4,TB-semai,Salam,3,0
21MY,21MY-15-02,4,TB-semai,Cangcaratan,2,0
21MY,21MY-15-02,4,TB-semai,Jengkol,1,0
21MY,21MY-15-02,4,TB-semai,Laban,1,0
21MY,21MY-15-02,4,TB-semai,Daruak,2,0
21MY,21MY-15-02,4,TB-semai,Cengkeh,1,0
21MY,21MY-15-02,4,TB-semai,Kecapi,1,0
21MY,21MY-15-02,4,TB-semai,Areuy kuhkuran,1,0
21MY,21MY-15-02,4,TB-semai,Peuris,2,0
21MY,21MY-15-02,25,Pancang,Reungdeu ,15,0
21MY,21MY-15-02,25,Pancang,Tepus,8,0
21MY,21MY-15-02,25,Pancang,Laja goah,4,0
21MY,21MY-15-02,100,Tiang,Cengkeh,1,40
21MY,21MY-15-02,100,Tiang,Ceuri,1,35
21MY,21MY-15-02,100,Tiang,Cengkeh,1,30
21MY,21MY-15-02,100,Tiang,Ki segel,1,35
21MY,21MY-15-02,400,Pohon,Ki sampang,1,130
21MY,21MY-15-02,400,Pohon,Ki sampang,1,100
21MY,21MY-15-02,400,Pohon,Lame,1,250
21MY,21MY-15-02,400,Pohon,Kondang,1,110
21MY,21MY-15-02,400,Pohon,Laban,1,200
21MY,21MY-15-02,400,Pohon,Teureup,1,200
21MY,21MY-15-03,4,TB-semai,Heucit,2,0
21MY,21MY-15-03,4,TB-semai,Sulangkar,2,0
21MY,21MY-15-03,4,TB-semai,Ceuri,1,0
21MY,21MY-15-03,4,TB-semai,Gopang,2,0
21MY,21MY-15-03,4,TB-semai,Teureup,1,0
21MY,21MY-15-03,4,TB-semai,Reungdeu ,6,0
21MY,21MY-15-03,4,TB-semai,Tepus,4,0
21MY,21MY-15-03,4,TB-semai,Kapudang,3,0
21MY,21MY-15-03,25,Pancang,Bungur,1,0
21MY,21MY-15-03,25,Pancang,Sulangkar,2,0
21MY,21MY-15-03,25,Pancang,Songgom,3,0
21MY,21MY-15-03,25,Pancang,Laban,1,0
21MY,21MY-15-03,100,Tiang,Cangcaratan,1,30
21MY,21MY-15-03,100,Tiang,Ki sereh,1,35
21MY,21MY-15-03,100,Tiang,Laban,1,40
21MY,21MY-15-03,100,Tiang,Ki sampang,1,36
21MY,21MY-15-03,400,Pohon,Ki sampang,1,100
21MY,21MY-15-03,400,Pohon,Ki sampang,1,80
21MY,21MY-15-03,400,Pohon,Laban,1,150
21MY,21MY-15-03,400,Pohon,Kondang,1,150
21MY,21MY-15-03,400,Pohon,Laban,1,200
21MY,21MY-15-04,4,TB-semai,Ceuri,4,0
21MY,21MY-15-04,4,TB-semai,Ki sampang,2,0
21MY,21MY-15-04,4,TB-semai,Gompong,1,0
21MY,21MY-15-04,4,TB-semai,Laban,2,0
21MY,21MY-15-04,4,TB-semai,Sereh hutan,2,0
21MY,21MY-15-04,4,TB-semai,Parasi,1,0
21MY,21MY-15-04,4,TB-semai,Rotan,3,0
21MY,21MY-15-04,4,TB-semai,Canar,2,0
21MY,21MY-15-04,25,Pancang,Ki pare,1,0
21MY,21MY-15-04,25,Pancang,Kokopian,1,0
21MY,21MY-15-04,25,Pancang,Laban,1,0
21MY,21MY-15-04,25,Pancang,Kanyere,1,0
21MY,21MY-15-04,25,Pancang,Gompong,1,0
21MY,21MY-15-04,100,Tiang,Laban,1,30
21MY,21MY-15-04,100,Tiang,Kondang,1,35
21MY,21MY-15-04,100,Tiang,Ceuri,1,30
21MY,21MY-15-04,100,Tiang,Laban,1,35
21MY,21MY-15-04,400,Pohon,Ki sampang,1,150
